0, 0, Header, 1, 8, 960
1, 0, Start_track
2, 960, Text_t, "[crowd_double_tempo]"
2, 1890, Note_on_c, 0, 81, 100
2, 1890, Note_on_c, 0, 69, 100
2, 1890, Note_on_c, 0, 93, 100
2, 1890, Note_on_c, 0, 105, 100
2, 2880, Note_on_c, 0, 84, 100
2, 2880, Note_on_c, 0, 60, 100
2, 2880, Note_on_c, 0, 72, 100
2, 2880, Note_on_c, 0, 96, 100
2, 3038, Note_on_c, 0, 84, 0
2, 3038, Note_on_c, 0, 60, 0
2, 3038, Note_on_c, 0, 72, 0
2, 3038, Note_on_c, 0, 96, 0
2, 3198, Note_on_c, 0, 60, 100
2, 3198, Note_on_c, 0, 73, 100
2, 3198, Note_on_c, 0, 85, 100
2, 3198, Note_on_c, 0, 97, 100
2, 3356, Note_on_c, 0, 73, 0
2, 3356, Note_on_c, 0, 85, 0
2, 3356, Note_on_c, 0, 97, 0
2, 3358, Note_on_c, 0, 60, 0
2, 3480, Text_t, "[play]"
2, 3480, Text_t, "drum_on"
2, 3520, Note_on_c, 0, 61, 100
2, 3520, Note_on_c, 0, 74, 100
2, 3520, Note_on_c, 0, 86, 100
2, 3520, Note_on_c, 0, 98, 100
2, 3678, Note_on_c, 0, 74, 0
2, 3678, Note_on_c, 0, 86, 0
2, 3678, Note_on_c, 0, 98, 0
2, 3680, Note_on_c, 0, 61, 0
2, 3840, Note_on_c, 0, 61, 100
2, 3840, Note_on_c, 0, 74, 100
2, 3840, Note_on_c, 0, 87, 100
2, 3840, Note_on_c, 0, 86, 100
2, 3840, Note_on_c, 0, 97, 100
2, 3840, Note_on_c, 0, 98, 100
2, 4480, Note_on_c, 0, 61, 0
2, 4480, Note_on_c, 0, 74, 0
2, 4480, Note_on_c, 0, 87, 0
2, 4480, Note_on_c, 0, 86, 0
2, 4480, Note_on_c, 0, 97, 0
2, 4480, Note_on_c, 0, 98, 0
2, 4480, Note_on_c, 0, 75, 100
2, 4480, Note_on_c, 0, 62, 100
2, 4480, Note_on_c, 0, 88, 100
2, 4480, Note_on_c, 0, 98, 100
2, 4480, Note_on_c, 0, 99, 100
2, 4640, Note_on_c, 0, 75, 0
2, 4640, Note_on_c, 0, 62, 0
2, 4640, Note_on_c, 0, 88, 0
2, 4640, Note_on_c, 0, 98, 0
2, 4640, Note_on_c, 0, 99, 0
2, 4800, Text_t, "bass_on"
2, 4800, Note_on_c, 0, 61, 100
2, 4800, Note_on_c, 0, 74, 100
2, 4800, Note_on_c, 0, 86, 100
2, 4800, Note_on_c, 0, 87, 100
2, 4800, Note_on_c, 0, 98, 100
2, 4800, Note_on_c, 0, 97, 100
2, 5436, Note_on_c, 0, 74, 0
2, 5436, Note_on_c, 0, 86, 0
2, 5436, Note_on_c, 0, 87, 0
2, 5436, Note_on_c, 0, 98, 0
2, 5436, Note_on_c, 0, 97, 0
2, 5440, Note_on_c, 0, 61, 0
2, 5440, Note_on_c, 0, 73, 100
2, 5440, Note_on_c, 0, 60, 100
2, 5440, Note_on_c, 0, 85, 100
2, 5440, Note_on_c, 0, 96, 100
2, 5920, Note_on_c, 0, 73, 0
2, 5920, Note_on_c, 0, 60, 0
2, 5920, Note_on_c, 0, 85, 0
2, 5920, Note_on_c, 0, 96, 0
2, 6080, Note_on_c, 0, 73, 100
2, 6080, Note_on_c, 0, 74, 100
2, 6080, Note_on_c, 0, 62, 100
2, 6080, Note_on_c, 0, 85, 100
2, 6080, Note_on_c, 0, 87, 100
2, 6080, Note_on_c, 0, 99, 100
2, 6080, Note_on_c, 0, 96, 100
2, 6242, Note_on_c, 0, 73, 0
2, 6242, Note_on_c, 0, 74, 0
2, 6242, Note_on_c, 0, 62, 0
2, 6242, Note_on_c, 0, 85, 0
2, 6242, Note_on_c, 0, 87, 0
2, 6242, Note_on_c, 0, 99, 0
2, 6242, Note_on_c, 0, 96, 0
2, 6400, Note_on_c, 0, 73, 100
2, 6400, Note_on_c, 0, 74, 100
2, 6400, Note_on_c, 0, 85, 100
2, 6400, Note_on_c, 0, 87, 100
2, 6400, Note_on_c, 0, 99, 100
2, 6400, Note_on_c, 0, 96, 100
2, 6560, Note_on_c, 0, 73, 0
2, 6560, Note_on_c, 0, 74, 0
2, 6560, Note_on_c, 0, 85, 0
2, 6560, Note_on_c, 0, 87, 0
2, 6560, Note_on_c, 0, 99, 0
2, 6560, Note_on_c, 0, 96, 0
2, 6690, Note_on_c, 0, 81, 0
2, 6690, Note_on_c, 0, 69, 0
2, 6690, Note_on_c, 0, 93, 0
2, 6690, Note_on_c, 0, 105, 0
2, 6690, Note_on_c, 0, 82, 100
2, 6690, Note_on_c, 0, 70, 100
2, 6690, Note_on_c, 0, 94, 100
2, 6690, Note_on_c, 0, 106, 100
2, 6720, Note_on_c, 0, 61, 100
2, 6720, Note_on_c, 0, 73, 100
2, 6720, Note_on_c, 0, 85, 100
2, 6720, Note_on_c, 0, 97, 100
2, 6882, Note_on_c, 0, 61, 0
2, 6882, Note_on_c, 0, 73, 0
2, 6882, Note_on_c, 0, 85, 0
2, 6882, Note_on_c, 0, 97, 0
2, 7040, Note_on_c, 0, 60, 100
2, 7040, Note_on_c, 0, 72, 100
2, 7040, Note_on_c, 0, 86, 100
2, 7040, Note_on_c, 0, 98, 100
2, 7200, Note_on_c, 0, 60, 0
2, 7200, Note_on_c, 0, 72, 0
2, 7200, Note_on_c, 0, 86, 0
2, 7200, Note_on_c, 0, 98, 0
2, 7360, Note_on_c, 0, 61, 100
2, 7360, Note_on_c, 0, 73, 100
2, 7360, Note_on_c, 0, 87, 100
2, 7360, Note_on_c, 0, 99, 100
2, 7520, Note_on_c, 0, 61, 0
2, 7520, Note_on_c, 0, 73, 0
2, 7520, Note_on_c, 0, 87, 0
2, 7520, Note_on_c, 0, 99, 0
2, 7680, Note_on_c, 0, 61, 100
2, 7680, Note_on_c, 0, 74, 100
2, 7680, Note_on_c, 0, 98, 100
2, 7680, Note_on_c, 0, 99, 100
2, 7680, Note_on_c, 0, 86, 100
2, 7680, Note_on_c, 0, 87, 100
2, 8320, Note_on_c, 0, 61, 0
2, 8320, Note_on_c, 0, 74, 0
2, 8320, Note_on_c, 0, 98, 0
2, 8320, Note_on_c, 0, 99, 0
2, 8320, Note_on_c, 0, 86, 0
2, 8320, Note_on_c, 0, 87, 0
2, 8320, Note_on_c, 0, 75, 100
2, 8320, Note_on_c, 0, 62, 100
2, 8320, Note_on_c, 0, 88, 100
2, 8320, Note_on_c, 0, 100, 100
2, 8320, Note_on_c, 0, 99, 100
2, 8476, Note_on_c, 0, 75, 0
2, 8476, Note_on_c, 0, 62, 0
2, 8476, Note_on_c, 0, 88, 0
2, 8476, Note_on_c, 0, 100, 0
2, 8476, Note_on_c, 0, 99, 0
2, 8640, Note_on_c, 0, 88, 100
2, 8640, Note_on_c, 0, 87, 100
2, 8640, Note_on_c, 0, 61, 100
2, 8640, Note_on_c, 0, 74, 100
2, 8640, Note_on_c, 0, 99, 100
2, 8640, Note_on_c, 0, 98, 100
2, 9280, Note_on_c, 0, 88, 0
2, 9280, Note_on_c, 0, 87, 0
2, 9280, Note_on_c, 0, 61, 0
2, 9280, Note_on_c, 0, 74, 0
2, 9280, Note_on_c, 0, 99, 0
2, 9280, Note_on_c, 0, 98, 0
2, 9280, Note_on_c, 0, 73, 100
2, 9280, Note_on_c, 0, 60, 100
2, 9280, Note_on_c, 0, 86, 100
2, 9280, Note_on_c, 0, 97, 100
2, 9438, Note_on_c, 0, 73, 0
2, 9438, Note_on_c, 0, 60, 0
2, 9438, Note_on_c, 0, 86, 0
2, 9438, Note_on_c, 0, 97, 0
2, 9600, Note_on_c, 0, 86, 100
2, 9600, Note_on_c, 0, 97, 100
2, 9680, Note_on_c, 0, 86, 0
2, 9680, Note_on_c, 0, 97, 0
2, 9920, Note_on_c, 0, 74, 100
2, 9920, Note_on_c, 0, 75, 100
2, 9920, Note_on_c, 0, 62, 100
2, 9920, Note_on_c, 0, 86, 100
2, 9920, Note_on_c, 0, 88, 100
2, 9920, Note_on_c, 0, 97, 100
2, 9920, Note_on_c, 0, 100, 100
2, 10074, Note_on_c, 0, 74, 0
2, 10074, Note_on_c, 0, 75, 0
2, 10074, Note_on_c, 0, 62, 0
2, 10074, Note_on_c, 0, 86, 0
2, 10074, Note_on_c, 0, 88, 0
2, 10074, Note_on_c, 0, 97, 0
2, 10074, Note_on_c, 0, 100, 0
2, 10240, Note_on_c, 0, 74, 100
2, 10240, Note_on_c, 0, 75, 100
2, 10240, Note_on_c, 0, 86, 100
2, 10240, Note_on_c, 0, 88, 100
2, 10240, Note_on_c, 0, 97, 100
2, 10240, Note_on_c, 0, 100, 100
2, 10398, Note_on_c, 0, 74, 0
2, 10398, Note_on_c, 0, 75, 0
2, 10398, Note_on_c, 0, 86, 0
2, 10398, Note_on_c, 0, 88, 0
2, 10398, Note_on_c, 0, 97, 0
2, 10398, Note_on_c, 0, 100, 0
2, 10530, Note_on_c, 0, 82, 0
2, 10530, Note_on_c, 0, 70, 0
2, 10530, Note_on_c, 0, 94, 0
2, 10530, Note_on_c, 0, 106, 0
2, 10530, Note_on_c, 0, 81, 100
2, 10530, Note_on_c, 0, 69, 100
2, 10530, Note_on_c, 0, 93, 100
2, 10530, Note_on_c, 0, 105, 100
2, 10560, Note_on_c, 0, 86, 100
2, 10560, Note_on_c, 0, 97, 100
2, 10638, Note_on_c, 0, 86, 0
2, 10638, Note_on_c, 0, 97, 0
2, 10880, Note_on_c, 0, 74, 100
2, 10880, Note_on_c, 0, 75, 100
2, 10880, Note_on_c, 0, 62, 100
2, 10880, Note_on_c, 0, 86, 100
2, 10880, Note_on_c, 0, 88, 100
2, 10880, Note_on_c, 0, 97, 100
2, 10880, Note_on_c, 0, 100, 100
2, 11038, Note_on_c, 0, 74, 0
2, 11038, Note_on_c, 0, 75, 0
2, 11038, Note_on_c, 0, 62, 0
2, 11038, Note_on_c, 0, 86, 0
2, 11038, Note_on_c, 0, 88, 0
2, 11038, Note_on_c, 0, 97, 0
2, 11038, Note_on_c, 0, 100, 0
2, 11200, Note_on_c, 0, 74, 100
2, 11200, Note_on_c, 0, 75, 100
2, 11200, Note_on_c, 0, 86, 100
2, 11200, Note_on_c, 0, 88, 100
2, 11200, Note_on_c, 0, 97, 100
2, 11200, Note_on_c, 0, 100, 100
2, 11358, Note_on_c, 0, 74, 0
2, 11358, Note_on_c, 0, 75, 0
2, 11358, Note_on_c, 0, 86, 0
2, 11358, Note_on_c, 0, 88, 0
2, 11358, Note_on_c, 0, 97, 0
2, 11358, Note_on_c, 0, 100, 0
2, 11490, Note_on_c, 0, 81, 0
2, 11490, Note_on_c, 0, 69, 0
2, 11490, Note_on_c, 0, 93, 0
2, 11490, Note_on_c, 0, 105, 0
2, 11490, Note_on_c, 0, 67, 100
2, 11490, Note_on_c, 0, 79, 100
2, 11490, Note_on_c, 0, 91, 100
2, 11490, Note_on_c, 0, 103, 100
2, 11490, Note_on_c, 0, 82, 100
2, 11490, Note_on_c, 0, 70, 100
2, 11490, Note_on_c, 0, 94, 100
2, 11490, Note_on_c, 0, 106, 100
2, 11520, Note_on_c, 0, 60, 100
2, 11520, Note_on_c, 0, 72, 100
2, 11520, Note_on_c, 0, 97, 100
2, 11520, Note_on_c, 0, 85, 100
2, 11640, Note_on_c, 0, 60, 0
2, 11640, Note_on_c, 0, 72, 0
2, 11640, Note_on_c, 0, 97, 0
2, 11640, Note_on_c, 0, 85, 0
2, 11640, Note_on_c, 0, 97, 100
2, 11640, Note_on_c, 0, 85, 100
2, 11760, Note_on_c, 0, 97, 0
2, 11760, Note_on_c, 0, 85, 0
2, 11760, Note_on_c, 0, 98, 100
2, 11760, Note_on_c, 0, 86, 100
2, 11800, Note_on_c, 0, 73, 100
2, 11880, Note_on_c, 0, 98, 0
2, 11880, Note_on_c, 0, 86, 0
2, 11880, Note_on_c, 0, 99, 100
2, 11880, Note_on_c, 0, 87, 100
2, 11960, Note_on_c, 0, 73, 0
2, 12000, Note_on_c, 0, 99, 0
2, 12000, Note_on_c, 0, 87, 0
2, 12000, Note_on_c, 0, 98, 100
2, 12000, Note_on_c, 0, 86, 100
2, 12120, Note_on_c, 0, 98, 0
2, 12120, Note_on_c, 0, 86, 0
2, 12120, Note_on_c, 0, 61, 100
2, 12120, Note_on_c, 0, 97, 100
2, 12120, Note_on_c, 0, 85, 100
2, 12120, Note_on_c, 0, 72, 100
2, 12240, Note_on_c, 0, 97, 0
2, 12240, Note_on_c, 0, 85, 0
2, 12282, Note_on_c, 0, 61, 0
2, 12282, Note_on_c, 0, 72, 0
2, 12320, Note_on_c, 0, 87, 100
2, 12320, Note_on_c, 0, 74, 100
2, 12330, Note_on_c, 0, 99, 100
2, 12400, Note_on_c, 0, 74, 0
2, 12410, Note_on_c, 0, 91, 0
2, 12410, Note_on_c, 0, 103, 0
2, 12420, Note_on_c, 0, 99, 0
2, 12480, Note_on_c, 0, 87, 0
2, 12480, Note_on_c, 0, 86, 100
2, 12480, Note_on_c, 0, 98, 100
2, 12480, Note_on_c, 0, 62, 100
2, 12480, Note_on_c, 0, 73, 100
2, 12560, Note_on_c, 0, 86, 0
2, 12560, Note_on_c, 0, 98, 0
2, 12560, Note_on_c, 0, 73, 0
2, 12560, Note_on_c, 0, 99, 100
2, 12600, Note_on_c, 0, 62, 0
2, 12640, Note_on_c, 0, 99, 0
2, 12640, Note_on_c, 0, 98, 100
2, 12720, Note_on_c, 0, 98, 0
2, 12720, Note_on_c, 0, 97, 100
2, 12720, Note_on_c, 0, 85, 100
2, 12770, Note_on_c, 0, 79, 0
2, 12802, Note_on_c, 0, 97, 0
2, 12802, Note_on_c, 0, 85, 0
2, 12840, Note_on_c, 0, 96, 100
2, 12840, Note_on_c, 0, 84, 100
2, 12920, Note_on_c, 0, 96, 0
2, 12920, Note_on_c, 0, 84, 0
2, 12960, Note_on_c, 0, 87, 100
2, 12960, Note_on_c, 0, 75, 100
2, 12960, Note_on_c, 0, 62, 100
2, 12960, Note_on_c, 0, 100, 100
2, 13170, Note_on_c, 0, 67, 0
2, 13320, Note_on_c, 0, 87, 0
2, 13320, Note_on_c, 0, 75, 0
2, 13320, Note_on_c, 0, 62, 0
2, 13320, Note_on_c, 0, 100, 0
2, 13440, Note_on_c, 0, 87, 100
2, 13440, Note_on_c, 0, 61, 100
2, 13440, Note_on_c, 0, 75, 100
2, 13440, Note_on_c, 0, 99, 100
2, 13518, Note_on_c, 0, 87, 0
2, 13518, Note_on_c, 0, 61, 0
2, 13518, Note_on_c, 0, 75, 0
2, 13518, Note_on_c, 0, 99, 0
2, 13600, Note_on_c, 0, 74, 100
2, 13600, Note_on_c, 0, 86, 100
2, 13600, Note_on_c, 0, 98, 100
2, 13680, Note_on_c, 0, 74, 0
2, 13680, Note_on_c, 0, 86, 0
2, 13680, Note_on_c, 0, 98, 0
2, 13760, Note_on_c, 0, 73, 100
2, 13760, Note_on_c, 0, 60, 100
2, 13760, Note_on_c, 0, 85, 100
2, 13760, Note_on_c, 0, 97, 100
2, 13838, Note_on_c, 0, 60, 0
2, 13840, Note_on_c, 0, 73, 0
2, 13840, Note_on_c, 0, 85, 0
2, 13840, Note_on_c, 0, 97, 0
2, 13920, Note_on_c, 0, 86, 100
2, 13920, Note_on_c, 0, 74, 100
2, 13920, Note_on_c, 0, 98, 100
2, 13998, Note_on_c, 0, 86, 0
2, 13998, Note_on_c, 0, 74, 0
2, 13998, Note_on_c, 0, 98, 0
2, 14400, Note_on_c, 0, 85, 100
2, 14400, Note_on_c, 0, 61, 100
2, 14400, Note_on_c, 0, 73, 100
2, 14400, Note_on_c, 0, 97, 100
2, 14960, Note_on_c, 0, 61, 0
2, 15000, Note_on_c, 0, 85, 0
2, 15000, Note_on_c, 0, 73, 0
2, 15000, Note_on_c, 0, 97, 0
2, 15120, Note_on_c, 0, 61, 100
2, 15120, Note_on_c, 0, 96, 100
2, 15120, Note_on_c, 0, 84, 100
2, 15120, Note_on_c, 0, 72, 100
2, 15200, Note_on_c, 0, 61, 0
2, 15200, Note_on_c, 0, 96, 0
2, 15200, Note_on_c, 0, 84, 0
2, 15200, Note_on_c, 0, 72, 0
2, 15240, Note_on_c, 0, 96, 100
2, 15240, Note_on_c, 0, 84, 100
2, 15320, Note_on_c, 0, 96, 0
2, 15320, Note_on_c, 0, 84, 0
2, 15360, Note_on_c, 0, 62, 100
2, 15360, Note_on_c, 0, 97, 100
2, 15360, Note_on_c, 0, 85, 100
2, 15360, Note_on_c, 0, 73, 100
2, 15440, Note_on_c, 0, 97, 0
2, 15440, Note_on_c, 0, 85, 0
2, 15440, Note_on_c, 0, 73, 0
2, 15520, Note_on_c, 0, 96, 100
2, 15520, Note_on_c, 0, 84, 100
2, 15520, Note_on_c, 0, 72, 100
2, 16180, Note_on_c, 0, 72, 0
2, 16240, Note_on_c, 0, 62, 0
2, 16240, Note_on_c, 0, 96, 0
2, 16240, Note_on_c, 0, 84, 0
2, 16290, Note_on_c, 0, 82, 0
2, 16290, Note_on_c, 0, 70, 0
2, 16290, Note_on_c, 0, 94, 0
2, 16290, Note_on_c, 0, 106, 0
2, 16290, Note_on_c, 0, 81, 100
2, 16290, Note_on_c, 0, 69, 100
2, 16290, Note_on_c, 0, 93, 100
2, 16290, Note_on_c, 0, 105, 100
2, 16320, Note_on_c, 0, 84, 100
2, 16320, Note_on_c, 0, 60, 100
2, 16320, Note_on_c, 0, 72, 100
2, 16320, Note_on_c, 0, 96, 100
2, 16400, Note_on_c, 0, 84, 0
2, 16400, Note_on_c, 0, 60, 0
2, 16400, Note_on_c, 0, 72, 0
2, 16400, Note_on_c, 0, 96, 0
2, 16640, Note_on_c, 0, 73, 100
2, 16640, Note_on_c, 0, 85, 100
2, 16640, Note_on_c, 0, 97, 100
2, 16720, Note_on_c, 0, 73, 0
2, 16720, Note_on_c, 0, 85, 0
2, 16720, Note_on_c, 0, 97, 0
2, 16800, Note_on_c, 0, 86, 100
2, 16800, Note_on_c, 0, 74, 100
2, 16800, Note_on_c, 0, 61, 100
2, 16800, Note_on_c, 0, 98, 100
2, 16880, Note_on_c, 0, 86, 0
2, 16880, Note_on_c, 0, 74, 0
2, 16880, Note_on_c, 0, 61, 0
2, 16880, Note_on_c, 0, 98, 0
2, 17280, Note_on_c, 0, 86, 100
2, 17280, Note_on_c, 0, 88, 100
2, 17280, Note_on_c, 0, 62, 100
2, 17280, Note_on_c, 0, 73, 100
2, 17280, Note_on_c, 0, 74, 100
2, 17280, Note_on_c, 0, 61, 100
2, 17280, Note_on_c, 0, 98, 100
2, 17280, Note_on_c, 0, 100, 100
2, 18240, Text_t, "drum_allbeat"
2, 18240, Note_on_c, 0, 86, 0
2, 18240, Note_on_c, 0, 88, 0
2, 18240, Note_on_c, 0, 62, 0
2, 18240, Note_on_c, 0, 73, 0
2, 18240, Note_on_c, 0, 74, 0
2, 18240, Note_on_c, 0, 61, 0
2, 18240, Note_on_c, 0, 98, 0
2, 18240, Note_on_c, 0, 100, 0
2, 18240, Note_on_c, 0, 86, 100
2, 18240, Note_on_c, 0, 73, 100
2, 18240, Note_on_c, 0, 98, 100
2, 18320, Note_on_c, 0, 86, 0
2, 18320, Note_on_c, 0, 73, 0
2, 18320, Note_on_c, 0, 98, 0
2, 18560, Note_on_c, 0, 74, 100
2, 18560, Note_on_c, 0, 61, 100
2, 18560, Note_on_c, 0, 87, 100
2, 18560, Note_on_c, 0, 99, 100
2, 18642, Note_on_c, 0, 74, 0
2, 18642, Note_on_c, 0, 61, 0
2, 18642, Note_on_c, 0, 87, 0
2, 18642, Note_on_c, 0, 99, 0
2, 18880, Note_on_c, 0, 74, 100
2, 18880, Note_on_c, 0, 87, 100
2, 18880, Note_on_c, 0, 99, 100
2, 18962, Note_on_c, 0, 74, 0
2, 18962, Note_on_c, 0, 87, 0
2, 18962, Note_on_c, 0, 99, 0
2, 19200, Note_on_c, 0, 88, 100
2, 19200, Note_on_c, 0, 62, 100
2, 19200, Note_on_c, 0, 75, 100
2, 19200, Note_on_c, 0, 100, 100
2, 19282, Note_on_c, 0, 88, 0
2, 19282, Note_on_c, 0, 62, 0
2, 19282, Note_on_c, 0, 75, 0
2, 19282, Note_on_c, 0, 100, 0
2, 19520, Note_on_c, 0, 74, 100
2, 19520, Note_on_c, 0, 61, 100
2, 19520, Note_on_c, 0, 87, 100
2, 19520, Note_on_c, 0, 99, 100
2, 19600, Note_on_c, 0, 74, 0
2, 19602, Note_on_c, 0, 61, 0
2, 19602, Note_on_c, 0, 87, 0
2, 19602, Note_on_c, 0, 99, 0
2, 19680, Note_on_c, 0, 86, 100
2, 19680, Note_on_c, 0, 98, 100
2, 19760, Note_on_c, 0, 86, 0
2, 19760, Note_on_c, 0, 98, 0
2, 20160, Text_t, "drum_normal"
2, 20160, Text_t, "[solo]"
2, 20160, Text_t, "solo_on"
2, 20160, Note_on_c, 0, 86, 100
2, 20160, Note_on_c, 0, 61, 100
2, 20160, Note_on_c, 0, 74, 100
2, 20160, Note_on_c, 0, 98, 100
2, 20240, Note_on_c, 0, 61, 0
2, 20720, Note_on_c, 0, 86, 0
2, 20720, Note_on_c, 0, 74, 0
2, 20720, Note_on_c, 0, 98, 0
2, 20800, Note_on_c, 0, 74, 100
2, 20800, Note_on_c, 0, 61, 100
2, 20800, Note_on_c, 0, 86, 100
2, 20800, Note_on_c, 0, 98, 100
2, 20906, Note_on_c, 0, 74, 0
2, 20906, Note_on_c, 0, 61, 0
2, 20906, Note_on_c, 0, 86, 0
2, 20906, Note_on_c, 0, 98, 0
2, 20960, Note_on_c, 0, 74, 100
2, 20960, Note_on_c, 0, 86, 100
2, 20960, Note_on_c, 0, 98, 100
2, 21066, Note_on_c, 0, 74, 0
2, 21066, Note_on_c, 0, 86, 0
2, 21066, Note_on_c, 0, 98, 0
2, 21120, Note_on_c, 0, 62, 100
2, 21120, Note_on_c, 0, 75, 100
2, 21120, Note_on_c, 0, 99, 100
2, 21120, Note_on_c, 0, 87, 100
2, 21202, Note_on_c, 0, 62, 0
2, 21202, Note_on_c, 0, 75, 0
2, 21202, Note_on_c, 0, 99, 0
2, 21202, Note_on_c, 0, 87, 0
2, 21280, Note_on_c, 0, 74, 100
2, 21280, Note_on_c, 0, 98, 100
2, 21280, Note_on_c, 0, 86, 100
2, 21360, Note_on_c, 0, 74, 0
2, 21360, Note_on_c, 0, 98, 0
2, 21360, Note_on_c, 0, 86, 0
2, 21440, Note_on_c, 0, 73, 100
2, 21440, Note_on_c, 0, 97, 100
2, 21440, Note_on_c, 0, 85, 100
2, 21520, Note_on_c, 0, 73, 0
2, 21520, Note_on_c, 0, 97, 0
2, 21520, Note_on_c, 0, 85, 0
2, 21600, Note_on_c, 0, 61, 100
2, 21600, Note_on_c, 0, 74, 100
2, 21600, Note_on_c, 0, 98, 100
2, 21600, Note_on_c, 0, 86, 100
2, 21680, Note_on_c, 0, 61, 0
2, 21680, Note_on_c, 0, 74, 0
2, 21680, Note_on_c, 0, 98, 0
2, 21680, Note_on_c, 0, 86, 0
2, 21720, Note_on_c, 0, 97, 100
2, 21720, Note_on_c, 0, 85, 100
2, 21800, Note_on_c, 0, 97, 0
2, 21800, Note_on_c, 0, 85, 0
2, 21840, Note_on_c, 0, 96, 100
2, 21840, Note_on_c, 0, 84, 100
2, 21840, Note_on_c, 0, 60, 100
2, 21840, Note_on_c, 0, 72, 100
2, 22320, Note_on_c, 0, 96, 0
2, 22320, Note_on_c, 0, 84, 0
2, 22320, Note_on_c, 0, 60, 0
2, 22320, Note_on_c, 0, 72, 0
2, 22392, Note_on_c, 0, 72, 100
2, 22392, Note_on_c, 0, 60, 100
2, 22392, Note_on_c, 0, 84, 100
2, 22392, Note_on_c, 0, 96, 100
2, 22512, Note_on_c, 0, 72, 0
2, 22512, Note_on_c, 0, 84, 0
2, 22512, Note_on_c, 0, 96, 0
2, 22552, Note_on_c, 0, 60, 0
2, 23040, Note_on_c, 0, 87, 100
2, 23040, Note_on_c, 0, 62, 100
2, 23040, Note_on_c, 0, 74, 100
2, 23040, Note_on_c, 0, 99, 100
2, 23200, Note_on_c, 0, 87, 0
2, 23200, Note_on_c, 0, 62, 0
2, 23200, Note_on_c, 0, 74, 0
2, 23200, Note_on_c, 0, 99, 0
2, 23490, Note_on_c, 0, 81, 0
